compression mode LiteralsLengths - FseCompressed(State,Sym,BL,NB
0 12 2 6618
0 12 10 6619
1 14 4 6620
0 14 7 6621
1 7 2 6622
0 13 2 6623
1 14 3 6624
0 10 3 6625
1 14 2 6626
3 12 4 6627
4 14 3 6628
0 14 4 6629
1 13 6 6630
1 12 3 6631
0 13 2 6632
4 13 3 6633
0 14 2 6634
0 7 2 6635
0 14 3 6636
0 14 4 6637
0 10 5 6638
0 13 2 6639
0 11 3 6640
7 12 2 6641
0 13 2 6642
2 12 2 6643
5 12 8 6644
1 8 5 6645
1 12 2 6646
1 15 5 6647
0 12 2 6648
4 9 2 6649
1 14 7 6650
0 13 3 6651
2 13 3 6652
0 13 7 6653
0 8 3 6654
0 14 2 6655
7 12 5 6656
5 14 2 6657
0 13 2 6658
0 14 2 6659
2 11 5 6660
0 6 3 6661
1 15 7 6662
0 15 5 6663
4 15 10 6664
0 13 3 6665
0 15 5 6666
0 13 3 6667
0 8 2 6668
6 11 3 6669
0 12 2 6670
2 6 2 6671
0 12 9 6672
4 13 3 6673
0 15 2 6674
2 14 2 6675
0 15 3 6676
0 12 4 6677
3 15 4 6678
1 14 3 6679
6 12 3 6680
0 14 6 6681
1 15 3 6682
0 13 5 6683
0 10 2 6684
0 8 2 6685
1 13 2 6686
0 11 2 6687
1 14 2 6688
0 14 4 6689
0 11 2 6690
0 13 6 6691
2 15 2 6692
0 11 2 6693
0 12 7 6694
0 14 3 6695
4 13 2 6696
1 15 6 6697
3 15 2 6698
0 11 2 6699
0 12 6 6700
0 15 3 6701
2 15 3 6702
4 12 2 6703
2 14 2 6704
0 7 2 6705
1 13 2 6706
5 14 5 6707
0 14 2 6708
3 14 6 6709
0 12 2 6710
0 10 2 6711
0 10 6 6712
0 13 4 6713
0 8 5 6714
0 13 2 6715
0 15 6 6716
0 9 4 6717
0 8 2 6718
5 12 2 6719
0 11 2 6720
0 14 2 6721
0 5 2 6722
1 14 2 6723
1 11 2 6724
0 15 7 6725
0 12 2 6726
0 8 3 6727
0 9 2 6728
0 13 5 6729
3 13 6 6730
1 14 5 6731
2 15 7 6732
0 13 3 6733
0 15 3 6734
0 14 2 6735
0 14 9 6736
0 15 5 6737
1 10 2 6738
0 12 2 6739
0 9 3 6740
0 13 2 6741
0 14 4 6742
0 14 5 6743
1 14 2 6744
0 12 3 6745
2 10 2 6746
3 11 5 6747
0 14 2 6748
0 14 2 6749
0 15 2 6750
0 12 2 6751
0 9 5 6752
0 9 4 6753
0 14 2 6754
0 12 2 6755
0 14 5 6756
0 11 2 6757
0 14 3 6758
0 15 2 6759
0 14 2 6760
0 15 5 6761
2 8 4 6762
4 15 8 6763
4 15 2 6764
1 15 6 6765
0 6 10 6766
4 13 5 6767
0 15 6 6768
0 7 3 6769
0 12 5 6770
1 14 5 6771
0 7 3 6772
0 12 2 6773
0 14 4 6774
3 14 2 6775
0 15 6 6776
0 9 2 6777
1 14 3 6778
1 13 2 6779
0 13 5 6780
4 14 3 6781
0 14 3 6782
1 14 2 6783
0 12 3 6784
0 10 4 6785
0 14 3 6786
0 8 2 6787
0 13 18 6788
0 12 3 6789
0 15 3 6790
0 12 2 6791
0 9 6 6792
0 9 2 6793
4 14 2 6794
1 0 2 6795
0 11 5 6796
0 13 2 6797
3 13 5 6798
1 14 5 6799
0 12 5 6800
0 12 3 6801
0 14 5 6802
0 13 3 6803
0 13 2 6804
2 8 9 6805
0 14 7 6806
0 13 5 6807
2 15 3 6808
2 12 2 6809
0 14 3 6810
0 15 2 6811
0 14 5 6812
0 14 8 6813
1 13 5 6814
1 13 6 6815
0 14 8 6816
1 15 6 6817
1 12 5 6818
0 12 2 6819
2 13 10 6820
2 13 9 6821
0 15 2 6822
0 11 6 6823
0 14 2 6824
2 14 3 6825
1 13 3 6826
0 15 6 6827
0 9 3 6828
0 6 5 6829
0 14 2 6830
1 15 2 6831
2 11 2 6832
0 13 3 6833
0 13 11 6834
0 15 2 6835
5 14 3 6836
0 9 5 6837
0 15 6 6838
0 15 10 6839
0 14 2 6840
2 14 7 6841
3 11 6 6842
0 12 9 6843
0 13 4 6844
0 11 6 6845
0 15 3 6846
3 15 5 6847
0 11 7 6848
0 13 10 6849
0 12 3 6850
3 12 9 6851
1 12 2 6852
3 13 2 6853
0 12 3 6854
3 15 2 6855
1 13 3 6856
2 14 2 6857
0 13 3 6858
0 14 3 6859
2 13 7 6860
0 10 2 6861
0 12 4 6862
7 14 2 6863
0 12 4 6864
0 12 2 6865
3 14 2 6866
0 15 5 6867
3 14 7 6868
2 12 2 6869
4 9 3 6870
0 12 3 6871
0 14 4 6872
0 7 4 6873
1 10 2 6874
1 11 4 6875
2 14 3 6876
3 7 3 6877
0 11 3 6878
1 13 5 6879
0 12 2 6880
0 15 2 6881
0 12 4 6882
0 13 2 6883
0 15 7 6884
2 11 2 6885
0 11 8 6886
0 12 3 6887
0 12 12 6888
0 11 5 6889
2 12 5 6890
0 9 5 6891
0 13 5 6892
0 15 2 6893
6 7 3 6894
0 14 5 6895
10 12 7 6896
0 13 3 6897
0 14 2 6898
1 10 5 6899
2 11 2 6900
2 14 5 6901
0 13 2 6902
0 15 3 6903
2 12 2 6904
0 10 2 6905
0 14 2 6906
0 14 4 6907
0 9 2 6908
0 14 5 6909
0 14 5 6910
0 10 3 6911
1 15 7 6912
0 8 2 6913
0 11 4 6914
0 12 2 6915
0 14 5 6916
0 14 6 6917
5 7 6 6918
1 15 4 6919
0 10 2 6920
0 13 5 6921
0 6 2 6922
7 13 3 6923
0 10 6 6924
0 14 2 6925
0 11 3 6926
0 9 7 6927
3 14 3 6928
2 11 5 6929
0 11 3 6930
0 10 2 6931
1 12 8 6932
5 15 5 6933
0 12 5 6934
0 15 3 6935
1 12 8 6936
0 11 4 6937
1 15 4 6938
0 12 2 6939
1 12 5 6940
0 15 4 6941
3 15 3 6942
0 12 4 6943
0 14 3 6944
0 5 2 6945
3 12 3 6946
1 7 7 6947
0 15 5 6948
0 10 2 6949
2 13 5 6950
0 13 6 6951
0 14 6 6952
0 8 5 6953
0 11 2 6954
3 14 3 6955
0 11 3 6956
0 15 2 6957
0 14 2 6958
1 14 2 6959
0 14 6 6960
0 14 2 6961
0 11 9 6962
0 11 2 6963
1 12 3 6964
2 14 6 6965
2 11 9 6966
0 11 13 6967
0 12 6 6968
1 12 2 6969
0 13 12 6970
4 15 2 6971
0 14 3 6972
0 15 3 6973
0 14 4 6974
0 13 2 6975
10 15 3 6976
0 12 2 6977
0 15 6 6978
1 14 2 6979
0 9 2 6980
0 15 6 6981
0 12 5 6982
0 10 6 6983
0 11 6 6984
5 13 2 6985
0 14 2 6986
0 15 6 6987
0 13 2 6988
0 5 4 6989
0 10 3 6990
0 13 5 6991
0 10 3 6992
0 9 2 6993
5 13 2 6994
1 14 5 6995
0 12 4 6996
0 14 2 6997
3 12 2 6998
9 11 2 6999
1 12 3 7000
1 11 2 7001
0 15 3 7002
0 8 2 7003
0 12 7 7004
1 8 3 7005
1 15 2 7006
2 15 4 7007
6 9 2 7008
1 12 2 7009
0 10 2 7010
0 4 3 7011
6 14 2 7012
0 12 2 7013
0 12 6 7014
3 13 2 7015
4 11 2 7016
0 15 5 7017
1 10 3 7018
3 9 3 7019
0 11 5 7020
0 13 4 7021
9 15 5 7022
0 11 5 7023
0 12 5 7024
0 13 6 7025
8 8 2 7026
0 13 2 7027
0 15 2 7028
0 15 3 7029
0 14 3 7030
1 13 4 7031
0 11 2 7032
0 11 6 7033
3 12 6 7034
0 11 8 7035
1 5 17 7036
0 14 2 7037
0 9 11 7038
6 14 4 7039
0 14 2 7040
0 15 5 7041
0 15 5 7042
2 13 5 7043
2 9 2 7044
0 11 5 7045
0 12 2 7046
3 15 4 7047
5 8 2 7048
0 15 4 7049
4 12 2 7050
0 11 2 7051
1 14 3 7052
0 13 3 7053
0 10 7 7054
0 9 7 7055
0 13 2 7056
2 14 3 7057
0 15 5 7058
0 11 2 7059
2 15 2 7060
2 14 11 7061
0 12 2 7062
0 12 4 7063
6 12 5 7064
0 12 2 7065
0 8 5 7066
0 8 6 7067
0 15 6 7068
0 6 2 7069
3 12 2 7070
0 9 4 7071
0 12 6 7072
0 15 6 7073
3 13 7 7074
0 13 14 7075
0 11 12 7076
0 13 10 7077
2 8 2 7078
1 15 3 7079
0 11 3 7080
5 11 3 7081
4 15 2 7082
0 15 3 7083
0 7 4 7084
0 14 2 7085
3 13 2 7086
0 12 2 7087
5 13 5 7088
0 5 2 7089
0 12 3 7090
0 15 9 7091
0 14 4 7092
0 14 6 7093
0 12 2 7094
0 14 3 7095
0 13 6 7096
0 13 2 7097
0 7 8 7098
0 11 4 7099
0 12 2 7100
0 14 6 7101
1 11 6 7102
0 7 7 7103
1 11 2 7104
1 15 2 7105
2 13 8 7106
0 13 5 7107
0 14 4 7108
3 15 5 7109
7 14 2 7110
4 11 3 7111
0 14 3 7112
1 15 5 7113
0 7 2 7114
1 9 2 7115
3 8 3 7116
0 15 5 7117
0 13 4 7118
2 14 3 7119
5 11 2 7120
11 9 2 7121
0 13 2 7122
5 9 2 7123
4 9 2 7124
0 13 6 7125
6 11 2 7126
3 14 3 7127
0 14 2 7128
0 9 8 7129
1 12 2 7130
0 13 2 7131
2 12 2 7132
2 13 3 7133
0 9 5 7134
0 7 8 7135
0 10 4 7136
0 13 2 7137
0 14 2 7138
1 15 3 7139
0 8 7 7140
1 11 2 7141
0 14 3 7142
0 9 5 7143
2 14 2 7144
0 10 3 7145
0 14 7 7146
0 13 11 7147
6 15 5 7148
0 8 6 7149
3 13 3 7150
3 13 4 7151
0 13 2 7152
6 15 2 7153
0 7 6 7154
2 5 5 7155
5 8 8 7156
0 14 3 7157
1 5 2 7158
1 14 2 7159
0 13 2 7160
2 9 9 7161
1 13 3 7162
0 10 5 7163
0 13 8 7164
0 14 2 7165
0 12 4 7166
0 10 13 7167
0 12 3 7168
0 8 2 7169
0 8 8 7170
0 13 10 7171
0 13 2 7172
2 12 4 7173
0 14 3 7174
0 12 2 7175
11 15 2 7176
2 13 3 7177
6 15 2 7178
1 7 3 7179
0 8 5 7180
0 13 2 7181
1 9 7 7182
0 13 3 7183
0 9 3 7184
0 13 5 7185
0 13 4 7186
0 14 3 7187
0 11 4 7188
0 7 7 7189
0 14 2 7190
0 14 5 7191
6 13 2 7192
0 14 3 7193
0 12 2 7194
0 12 3 7195
0 9 2 7196
2 14 2 7197
4 8 2 7198
0 9 2 7199
1 13 3 7200
1 15 2 7201
2 14 6 7202
0 13 2 7203
1 15 6 7204
1 15 7 7205
0 4 2 7206
0 14 2 7207
3 12 2 7208
1 12 5 7209
0 10 9 7210
0 13 2 7211
0 12 5 7212
0 12 12 7213
0 13 4 7214
3 14 2 7215
0 14 3 7216
3 14 4 7217
5 14 3 7218
0 10 7 7219
0 11 7 7220
0 15 2 7221
1 14 7 7222
0 13 6 7223
0 15 3 7224
0 14 2 7225
1 14 5 7226
0 10 2 7227
0 13 3 7228
0 11 2 7229
1 14 11 7230
0 15 5 7231
2 0 9 7232
3 7 3 7233
3 12 2 7234
2 11 6 7235
0 11 5 7236
0 13 2 7237
0 13 5 7238
0 14 7 7239
0 10 9 7240
0 15 6 7241
0 12 2 7242
2 12 2 7243
0 13 5 7244
2 14 3 7245
0 14 9 7246
0 11 2 7247
4 15 3 7248
0 14 5 7249
0 15 3 7250
0 13 4 7251
0 11 4 7252
2 11 2 7253
0 9 2 7254
0 14 4 7255
3 4 2 7256
0 14 5 7257
1 12 9 7258
1 15 5 7259
0 14 5 7260
0 12 2 7261
0 13 3 7262
0 15 5 7263
0 11 2 7264
6 12 2 7265
0 13 6 7266
0 11 4 7267
0 15 5 7268
1 8 3 7269
0 15 6 7270
3 11 3 7271
0 11 3 7272
0 15 5 7273
2 11 3 7274
0 15 3 7275
3 14 2 7276
0 10 2 7277
0 15 2 7278
0 9 3 7279
1 13 6 7280
0 13 5 7281
0 8 4 7282
1 13 2 7283
0 14 5 7284
0 8 2 7285
0 6 2 7286
3 14 10 7287
0 9 12 7288
0 15 3 7289
5 15 5 7290
0 12 4 7291
0 14 7 7292
0 12 14 7293
6 15 4 7294
3 15 2 7295
8 14 5 7296
0 8 7 7297
0 4 2 7298
3 5 2 7299
2 13 5 7300
2 14 4 7301
0 14 2 7302
0 13 2 7303
1 11 2 7304
1 14 2 7305
0 12 5 7306
0 12 2 7307
5 15 3 7308
0 12 6 7309
2 11 2 7310
0 9 3 7311
0 14 3 7312
8 15 2 7313
0 10 8 7314
4 10 7 7315
0 10 11 7316
0 11 2 7317
0 14 5 7318
2 10 2 7319
2 13 6 7320
0 12 5 7321
4 11 2 7322
0 13 2 7323
1 12 2 7324
1 12 3 7325
1 11 3 7326
1 15 2 7327
0 12 5 7328
0 12 2 7329
0 12 2 7330
1 12 4 7331
2 14 2 7332
1 11 2 7333
0 3 3 7334
0 8 3 7335
0 10 12 7336
0 15 4 7337
0 13 2 7338
0 9 3 7339
3 9 2 7340
2 14 2 7341
0 13 2 7342
0 14 3 7343
1 15 4 7344
0 14 6 7345
0 13 4 7346
0 14 6 7347
1 14 8 7348
2 11 2 7349
9 14 2 7350
3 14 3 7351
0 11 3 7352
1 12 3 7353
0 14 3 7354
0 9 3 7355
5 13 5 7356
0 8 2 7357
1 12 2 7358
0 14 3 7359
0 13 3 7360
2 13 2 7361
0 14 6 7362
0 12 2 7363
1 11 6 7364
0 8 6 7365
0 11 2 7366
0 11 5 7367
2 14 4 7368
8 6 2 7369
0 11 3 7370
0 6 2 7371
0 15 2 7372
0 12 7 7373
2 15 5 7374
0 8 6 7375
0 13 4 7376
0 13 2 7377
0 10 5 7378
0 14 6 7379
0 13 2 7380
6 14 2 7381
0 13 5 7382
1 14 5 7383
1 13 5 7384
0 14 4 7385
1 12 3 7386
0 7 5 7387
0 11 2 7388
0 14 2 7389
1 13 4 7390
0 8 3 7391
1 13 2 7392
4 6 5 7393
0 12 8 7394
0 14 7 7395
0 12 2 7396
0 7 3 7397
4 15 5 7398
3 11 2 7399
0 15 2 7400
0 12 5 7401
0 11 3 7402
0 14 5 7403
0 5 2 7404
0 14 2 7405
0 13 2 7406
0 9 5 7407
0 13 2 7408
0 14 6 7409
2 15 2 7410
0 15 3 7411
0 11 3 7412
0 14 2 7413
0 11 11 7414
0 14 3 7415
0 14 5 7416
5 13 7 7417
0 11 6 7418
1 11 7 7419
1 12 2 7420
0 14 12 7421
2 14 5 7422
0 14 4 7423
0 10 2 7424
0 14 2 7425
0 14 5 7426
1 0 1 7427
0 12 6 7428
0 15 2 7429
0 13 2 7430
0 10 8 7431
6 14 2 7432
0 8 4 7433
1 11 13 7434
0 12 2 7435
1 12 7 7436
1 15 2 7437
0 15 3 7438
1 15 9 7439
0 13 2 7440
0 14 2 7441
0 13 4 7442
0 14 6 7443
2 10 6 7444
0 12 2 7445
0 9 2 7446
0 15 3 7447
1 15 4 7448
3 12 5 7449
1 13 8 7450
2 10 9 7451
0 12 12 7452
0 15 5 7453
0 15 5 7454
0 15 4 7455
0 11 4 7456
16 15 6 7457
0 14 3 7458
2 13 2 7459
0 12 6 7460
1 14 2 7461
0 12 4 7462
0 11 5 7463
0 15 2 7464
0 13 2 7465
0 11 2 7466
0 9 2 7467
0 12 3 7468
2 15 2 7469
0 15 6 7470
4 14 2 7471
0 12 6 7472
4 13 3 7473
3 8 2 7474
2 10 2 7475
1 10 2 7476
0 11 6 7477
1 12 3 7478
0 12 4 7479
1 13 4 7480
6 14 3 7481
1 9 3 7482
0 14 7 7483
0 14 3 7484
0 13 2 7485
1 9 2 7486
1 11 2 7487
0 14 5 7488
0 6 2 7489
0 11 2 7490
0 7 5 7491
4 11 2 7492
5 6 4 7493
0 14 2 7494
5 13 3 7495
2 15 6 7496
0 15 2 7497
2 13 6 7498
3 13 2 7499
2 15 3 7500
0 13 4 7501
5 14 5 7502
2 12 2 7503
2 14 5 7504
0 15 2 7505
0 15 3 7506
3 14 5 7507
4 14 3 7508
0 7 3 7509
0 15 8 7510
0 10 2 7511
0 15 4 7512
1 6 2 7513
3 13 3 7514
0 15 7 7515
3 14 6 7516
3 15 2 7517
0 14 6 7518
0 11 2 7519
8 15 3 7520
2 7 3 7521
0 11 2 7522
0 13 5 7523
0 11 3 7524
7 14 5 7525
0 11 3 7526
0 11 4 7527
0 14 2 7528
8 15 5 7529
6 13 5 7530
1 12 5 7531
1 14 5 7532
0 14 2 7533
0 14 4 7534
0 10 3 7535
1 14 2 7536
0 11 4 7537
0 15 3 7538
0 13 2 7539
0 10 4 7540
0 14 5 7541
0 15 2 7542
0 10 2 7543
0 14 6 7544
9 15 3 7545
0 12 6 7546
1 11 2 7547
0 13 2 7548
0 11 5 7549
0 14 4 7550
3 15 8 7551
0 13 2 7552
3 9 5 7553
0 10 3 7554
0 13 5 7555
0 12 8 7556
0 14 10 7557
1 15 2 7558
1 14 5 7559
0 9 3 7560
0 11 5 7561
0 13 3 7562
1 15 6 7563
0 15 3 7564
0 8 5 7565
11 5 2 7566
3 6 4 7567
3 15 2 7568
0 13 6 7569
1 15 6 7570
0 15 7 7571
0 13 3 7572
2 13 3 7573
0 10 5 7574
8 14 2 7575
0 12 2 7576
0 12 5 7577
0 14 2 7578
2 13 3 7579
0 10 2 7580
1 12 4 7581
0 12 3 7582
0 13 5 7583
5 15 4 7584
3 14 3 7585
0 13 2 7586
0 14 6 7587
0 12 4 7588
12 12 3 7589
0 13 4 7590
2 12 5 7591
0 12 2 7592
0 13 6 7593
1 10 2 7594
0 11 9 7595
0 13 8 7596
1 15 3 7597
0 11 5 7598
0 15 2 7599
0 0 7 7600
0 11 11 7601
2 15 3 7602
0 13 2 7603
0 13 2 7604
0 12 2 7605
0 15 4 7606
0 14 4 7607
0 13 3 7608
0 11 4 7609
3 14 2 7610
6 12 3 7611
0 15 2 7612
1 11 3 7613
0 11 2 7614
0 14 3 7615
0 12 2 7616
0 15 2 7617
0 11 2 7618
0 13 2 7619
1 11 8 7620
0 14 8 7621
0 14 3 7622
0 12 3 7623
1 14 3 7624
0 12 2 7625
1 13 2 7626
2 14 11 7627
0 12 3 7628
3 7 5 7629
0 12 2 7630
2 13 2 7631
2 14 2 7632
0 15 6 7633
5 14 4 7634
0 12 3 7635
1 14 2 7636
0 16 5 7637
1 9 4 7638
1 13 7 7639
0 10 2 7640
0 13 6 7641
1 13 7 7642
0 12 4 7643
6 14 3 7644
0 11 2 7645
0 13 2 7646
0 11 2 7647
2 15 2 7648
4 12 2 7649
0 15 3 7650
0 12 5 7651
0 14 2 7652
0 13 2 7653
0 15 7 7654
4 14 5 7655
0 13 2 7656
0 6 2 7657
7 8 15 7658
1 15 2 7659
0 15 2 7660
1 14 7 7661
0 9 2 7662
0 15 2 7663
0 11 3 7664
0 15 8 7665
0 13 2 7666
1 15 5 7667
3 14 3 7668
0 13 2 7669
0 14 4 7670
2 14 6 7671
2 15 2 7672
2 13 2 7673
0 12 2 7674
0 14 7 7675
0 10 2 7676
0 11 2 7677
0 15 6 7678
1 15 2 7679
1 15 3 7680
0 12 2 7681
0 13 3 7682
0 15 2 7683
0 12 2 7684
0 7 13 7685
0 12 6 7686
0 13 5 7687
2 13 4 7688
2 15 3 7689
2 9 5 7690
0 12 2 7691
0 13 6 7692
0 10 2 7693
0 13 5 7694
0 10 3 7695
1 15 4 7696
2 14 2 7697
0 13 2 7698
0 13 5 7699
3 14 2 7700
0 12 4 7701
0 12 11 7702
0 5 2 7703
5 15 2 7704
2 9 2 7705
0 15 3 7706
4 11 3 7707
0 14 2 7708
0 15 2 7709
10 13 5 7710
0 12 3 7711
4 14 2 7712
3 15 2 7713
3 14 2 7714
2 15 2 7715
4 14 6 7716
0 8 2 7717
0 9 7 7718
5 8 4 7719
0 9 2 7720
0 13 2 7721
0 11 5 7722
0 12 8 7723
0 11 3 7724
0 15 9 7725
0 14 2 7726
0 12 5 7727
0 14 5 7728
0 11 2 7729
0 14 5 7730
5 13 2 7731
1 12 2 7732
0 8 5 7733
0 10 5 7734
0 15 9 7735
2 10 2 7736
0 5 3 7737
5 15 5 7738
2 4 9 7739
1 15 2 7740
0 14 7 7741
0 12 6 7742
4 14 7 7743
0 13 2 7744
0 15 6 7745
2 14 5 7746
0 14 2 7747
0 14 2 7748
0 13 5 7749
0 12 2 7750
2 15 5 7751
0 11 2 7752
1 15 2 7753
0 13 6 7754
0 15 5 7755
0 11 2 7756
2 12 2 7757
1 15 2 7758
0 12 3 7759
5 14 2 7760
0 10 2 7761
0 11 3 7762
2 14 6 7763
3 14 9 7764
0 14 7 7765
0 14 3 7766
13 15 2 7767
0 9 3 7768
4 15 4 7769
1 15 3 7770
1 15 5 7771
0 8 3 7772
0 13 2 7773
6 14 5 7774
0 13 10 7775
0 13 2 7776
2 15 2 7777
0 12 4 7778
0 15 7 7779
2 15 11 7780
8 13 4 7781
0 9 3 7782
0 15 2 7783
0 12 6 7784
0 10 4 7785
3 13 4 7786
0 10 7 7787
0 11 3 7788
0 13 6 7789
2 8 8 7790
0 14 3 7791
4 0 1 7792
2 11 5 7793
0 13 2 7794
0 16 5 7795
3 12 2 7796
0 11 6 7797
0 12 5 7798
0 14 2 7799
3 11 2 7800
2 14 2 7801
0 14 2 7802
2 9 6 7803
0 14 2 7804
3 13 3 7805
0 13 2 7806
0 8 2 7807
3 15 2 7808
1 13 4 7809
2 14 3 7810
3 13 3 7811
0 13 5 7812
1 13 5 7813
0 13 7 7814
0 13 7 7815
3 13 4 7816
0 15 7 7817
0 14 7 7818
0 10 9 7819
0 13 7 7820
1 15 4 7821
1 11 3 7822
8 12 3 7823
1 15 7 7824
0 11 2 7825
0 13 3 7826
4 14 3 7827
6 13 15 7828
0 8 2 7829
0 13 5 7830
3 13 5 7831
1 15 5 7832
7 12 2 7833
3 13 5 7834
0 15 5 7835
0 9 3 7836
0 14 5 7837
3 15 6 7838
3 5 6 7839
6 13 6 7840
1 16 5 7841
0 13 11 7842
0 10 2 7843
0 13 4 7844
0 13 3 7845
0 14 4 7846
0 15 2 7847
0 10 2 7848
0 11 2 7849
0 11 7 7850
0 15 3 7851
5 12 7 7852
0 9 6 7853
0 7 3 7854
0 12 6 7855
6 11 2 7856
0 6 6 7857
0 15 8 7858
1 13 5 7859
2 12 3 7860
1 11 2 7861
0 14 3 7862
0 10 3 7863
3 13 2 7864
0 13 9 7865
0 10 5 7866
2 11 5 7867
0 13 22 7868
0 6 6 7869
0 10 5 7870
0 6 10 7871
0 13 4 7872
0 12 7 7873
2 14 6 7874
0 15 5 7875
0 13 3 7876
1 13 3 7877
3 12 5 7878
1 12 5 7879
1 12 2 7880
1 15 5 7881
1 11 2 7882
0 14 3 7883
0 13 5 7884
0 15 2 7885
0 14 3 7886
0 15 5 7887
1 14 2 7888
0 14 6 7889
0 11 9 7890
0 11 3 7891
0 15 8 7892
0 9 7 7893
0 10 2 7894
2 12 6 7895
0 15 2 7896
1 14 5 7897
2 14 5 7898
1 13 5 7899
2 7 2 7900
0 11 5 7901
1 13 3 7902
0 13 5 7903
3 10 3 7904
3 13 8 7905
0 15 2 7906
5 16 5 7907
0 13 2 7908
1 9 5 7909
1 15 2 7910
0 13 2 7911
0 12 5 7912
0 10 2 7913
0 13 4 7914
0 15 4 7915
0 9 12 7916
1 14 6 7917
0 14 6 7918
0 15 5 7919
0 15 8 7920
1 14 6 7921
0 14 2 7922
0 13 3 7923
0 10 2 7924
0 14 5 7925
0 10 2 7926
0 14 5 7927
0 15 2 7928
0 15 5 7929
8 13 6 7930
0 12 9 7931
0 12 5 7932
0 13 5 7933
0 11 2 7934
0 13 8 7935
0 9 5 7936
0 12 4 7937
0 13 5 7938
0 13 2 7939
0 12 2 7940
0 12 2 7941
0 13 2 7942
0 14 2 7943
6 9 2 7944
0 7 2 7945
1 14 5 7946
3 15 5 7947
0 15 2 7948
0 15 2 7949
0 15 4 7950
0 13 2 7951
0 6 4 7952
0 13 3 7953
0 14 10 7954
0 15 5 7955
3 15 6 7956
8 8 2 7957
0 14 3 7958
2 14 7 7959
0 15 4 7960
0 7 3 7961
0 14 2 7962
3 13 2 7963
0 15 3 7964
2 9 2 7965
0 14 3 7966
0 8 2 7967
0 11 2 7968
0 11 2 7969
0 15 8 7970
0 14 6 7971
6 10 2 7972
0 11 2 7973
0 13 5 7974
0 10 2 7975
0 12 2 7976
0 14 4 7977
0 9 7 7978
0 12 3 7979
8 10 9 7980
1 13 4 7981
1 14 2 7982
4 15 3 7983
0 14 2 7984
0 9 5 7985
0 13 4 7986
0 13 5 7987
1 14 2 7988
5 13 2 7989
2 8 2 7990
5 11 4 7991
0 8 5 7992
0 11 4 7993
0 14 2 7994
0 12 7 7995
0 12 3 7996
3 14 3 7997
0 12 4 7998
0 11 3 7999
0 10 4 8000
0 12 4 8001
0 10 2 8002
0 13 5 8003
0 14 5 8004
0 8 5 8005
0 13 7 8006
0 9 2 8007
0 11 5 8008
0 8 9 8009
0 9 2 8010
0 11 2 8011
0 10 3 8012
0 11 5 8013
0 12 2 8014
0 14 2 8015
2 14 2 8016
2 10 8 8017
0 11 16 8018
0 10 8 8019
0 13 2 8020
0 14 18 8021
4 14 2 8022
4 14 6 8023
0 11 3 8024
3 13 2 8025
0 13 2 8026
0 8 2 8027
0 10 2 8028
0 15 5 8029
0 13 8 8030
1 15 5 8031
0 15 3 8032
3 14 4 8033
0 11 2 8034
1 13 4 8035
0 11 6 8036
0 14 2 8037
6 14 6 8038
0 10 6 8039
2 13 2 8040
0 15 4 8041
0 9 2 8042
3 11 8 8043
2 15 3 8044
0 13 2 8045
0 13 2 8046
0 12 3 8047
2 16 3 8048
0 13 7 8049
0 12 2 8050
0 11 9 8051
0 14 3 8052
2 14 12 8053
0 11 2 8054
0 10 4 8055
1 15 5 8056
5 13 4 8057
0 10 2 8058
0 14 3 8059
1 14 2 8060
0 16 3 8061
1 14 3 8062
0 15 5 8063
0 14 11 8064
0 10 4 8065
0 11 2 8066
0 13 3 8067
0 8 4 8068
7 12 6 8069
6 14 2 8070
1 12 6 8071
1 13 4 8072
0 11 6 8073
0 13 6 8074
0 14 2 8075
2 13 2 8076
0 13 6 8077
1 5 5 8078
0 12 2 8079
0 13 2 8080
1 10 3 8081
3 15 6 8082
4 14 5 8083
0 14 3 8084
2 12 2 8085
0 6 2 8086
0 12 7 8087
0 15 5 8088
2 14 2 8089
0 9 3 8090
0 12 2 8091
0 12 2 8092
1 11 3 8093
2 8 2 8094
0 13 3 8095
3 15 2 8096
0 9 9 8097
0 9 2 8098
1 11 5 8099
0 14 2 8100
1 15 6 8101
1 14 8 8102
1 11 2 8103
1 15 2 8104
1 15 4 8105
1 10 4 8106
0 13 2 8107
2 14 4 8108
0 8 4 8109
0 15 5 8110
5 16 3 8111
1 14 2 8112
0 11 2 8113
0 14 9 8114
0 11 3 8115
1 9 3 8116
0 10 2 8117
0 13 3 8118
0 14 6 8119
0 13 5 8120
1 13 3 8121
0 12 2 8122
3 15 3 8123
0 13 3 8124
2 11 5 8125
0 5 2 8126
0 15 2 8127
2 13 12 8128
1 14 2 8129
0 10 3 8130
0 12 2 8131
0 12 2 8132
0 9 4 8133
0 13 3 8134
0 11 2 8135
1 15 3 8136
2 11 2 8137
1 9 2 8138
2 15 6 8139
0 15 6 8140
0 12 6 8141
0 14 3 8142
2 8 2 8143
6 13 6 8144
0 9 2 8145
0 14 5 8146
0 15 6 8147
0 12 10 8148
1 10 5 8149
5 15 3 8150
0 11 2 8151
0 15 4 8152
0 14 3 8153
0 15 9 8154
0 13 2 8155
0 10 2 8156
9 14 6 8157
1 12 2 8158
0 11 2 8159
0 14 2 8160
0 14 2 8161
0 14 8 8162
0 12 5 8163
2 13 4 8164
0 14 2 8165
2 15 2 8166
5 13 3 8167
0 12 2 8168
1 14 2 8169
